charID,name,surname,allegiance
0356,Bruno,Maier,Lannister
0357,Lennox,Stark,Stark
0358,Anni,Greyjoy,Greyjoy
0359,Sophie,Richter,Stark
0360,Marie,Schwarz,Stark
0361,Nils,Voigt,Bolton
0362,Marie,Baumann,Frey
0363,Colin,Braun,Targaryen
0364,Julian,Pohl,Stark
0365,Luis,Hoffmann,Martell
0366,Emma,Stark,Stark
0367,Sam,Maier,Martell
0368,Julie,Koch,Lannister
0369,Nina,Schultz,Baratheon
0370,Jayden,Becker,Stark
0371,Finn,Ziegler,Frey
0372,Anni,Richter,Stark
0373,Jasmin,Greyjoy,Greyjoy
0374,Jana,Otto,Lannister
0375,Katharina,Peters,Martell
0376,Nina,Lannister,Lannister
0377,Nico,Braun,Tyrell
0378,Maila,Bergmann,Tyrell
0379,Eva,Koch,Bolton
0380,Clara,Stark,Stark
0381,Celina,Lang,Lannister
0382,Luisa,Engel,Baratheon
0383,Elisabeth,Horn,Stark
0384,Lara,Otto,Lannister
0385,Bruno,Tyrell,Tyrell
0386,Jamie,Schwarz,Lannister
0387,Mira,Stein,Baratheon
0388,Joshua,Voigt,Stark
0389,Maria,Baratheon,Baratheon
0390,Melina,Hoffmann,Stark
0391,Luisa,Hartmann,Tyrell
0392,Milan,Pohl,Tyrell
0393,Julius,Haas,Stark
0394,Elisabeth,Moller,Targaryen
0395,Zoe,Arryn,Arryn
0396,Ben,Friedrichs,Tyrell
0397,Adrian,Rams,Baratheon
0398,Dieter,Lannister,Lannister
0399,Elisabeth,Seidel,Stark
0400,Alexander,Maier,Tyrell
0401,Gunter,Lannister,Lannister
0402,Timo,Weiss,Greyjoy
0403,Tom,Herrmann,Tyrell
0404,Johannes,Ebert,Martell
0405,Wolfgang,Becker,Tyrell
0406,Mia,Engel,Lannister
0407,Valentin,Peters,Tyrell
0408,Leo,Konig,Frey
0409,Theresa,Martell,Martell
0410,Lotta,Winkler,Tyrell
0411,Xenia,Stein,Frey
0412,Valentina,Schmitz,Tyrell
0413,Joshua,Jager,Martell
0414,Franziska,Pfeiffer,Tyrell
0415,Victoria,Winter,Lannister
0416,Johann,Baratheon,Baratheon
0417,Linus,Tyrell,Tyrell
0418,Martha,Lang,Bolton
0419,Ulrike,Doring,Targaryen
0420,Samira,Schulte,Bolton
0421,Luis,Schumacher,Tyrell
0422,Martha,Frank,Baratheon
0423,Lea,Voigt,Frey
0424,Bruno,Neumann,Lannister
0425,Elina,Heinrich,Greyjoy
0426,Dieter,Klein,Frey
0427,Philipp,Lehmann,Tyrell
0428,Tobias,Martell,Martell
0429,Ronja,Huber,Tyrell
0430,Lenny,Hartmann,Frey
0431,Levin,Maier,Tyrell
0432,Samira,Koch,Greyjoy
0433,Joshua,Martell,Greyjoy
0434,Emma,Horn,Baratheon
0435,Bennet,Nebert,Lannister
0436,Alina,Frey,Frey
0437,Nora,Werner,Stark
0438,Lisa,Brandt,Lannister
0439,Sam,Gross,Stark
0440,Julius,Jager,Lannister
0441,Tobias,Bolton,Bolton
0442,Fabienne,Schubert,Lannister
0443,Aylin,Jager,Stark
0444,Melissa,Tyrell,Tyrell
0445,Luisa,Thoma,Lannister
0446,Alexander,Fuchs,Lannister
0447,Leo,Muller,Greyjoy
0448,Leila,Kaiser,Tyrell
0449,Noah,Becker,Martell
0450,Lena,Schreiber,Frey
0451,Jason,Martell,Martell
0452,Carla,Schmidt,Frey
0453,Marlon,Orlowski,Martell
0454,Zoe,Thiele,Frey
0455,Justus,Martell,Martell
0456,John,Krause,Stark
0457,Linda,Franke,Frey
0458,Merle,Tyrell,Tyrell
0459,Linda,Brandt,Lannister
0460,Mara,Dietrich,Lannister
0461,David,Stark,Stark
0462,Toni,Zimmermann,Bolton
0463,Luna,Teichmann,Lannister
0464,Sofia,Otto,Tyrell
0465,Johannes,Jager,Tyrell
0466,Emma,Tyrell,Tyrell
0467,Ronja,Simon,Martell
0468,Ole,Stark,Stark
0469,Dominic,Nebert,Tyrell
0470,Jule,Kraus,Frey
0471,Jan,Bauer,Martell
0472,Alexander,Tyrell,Tyrell
0473,Melissa,Frank,Lannister
0474,Olivia,Stark,Stark
0475,Anni,Sommer,Lannister
0476,Melissa,Tyrell,Tyrell
0477,Nick,Jung,Targaryen
0478,Mila,Neumann,Frey
0479,Lian,Ilsner,Arryn
0480,Leila,Ziegler,Lannister
0481,Melissa,Kruger,Martell
0482,Nico,Martell,Martell
0483,Nico,Stein,Baratheon
0484,Oskar,Haas,Frey
0485,Nora,Voigt,Frey
0486,Annabell,Kuhn,Martell
0487,Martin,Baumann,Greyjoy
0488,Rafael,Kuhn,Stark
0489,Nora,Kramer,Baratheon
0490,Martin,Neumann,Targaryen
0491,Toni,Krause,Frey
0492,Elena,Schulze,Lannister
0493,Nico,Schmidt,Targaryen
0494,Matteo,Wolf,Stark
0495,Samuel,Engel,Frey
0496,Bastian,Fischer,Stark
0497,Olivia,Baratheon,Tyrell
0498,Martha,Kraus,Greyjoy
0499,Benedikt,Pohl,Tyrell
0500,Timo,Kraus,Targaryen
0501,Blahoslav,Masny,Frey
0502,Aurel,Lannister,Lannister
0503,Monika,Greyjoy,Greyjoy
0504,Kazimir,Klizan,Stark
0505,Olympia,Valenta,Lannister
0506,Alzbeta,Malisek,Frey
0507,Marina,Hrobon,Tyrell
0508,Urban,Durica,Baratheon
0509,Alfred,Vasko,Martell
0510,Bohumil,Greyjoy,Greyjoy
0511,Anna,Durdik,Greyjoy
0512,Tamara,Marecek,Lannister
0513,Jaromir,Lojek,Tyrell
0514,Peter,Martell,Martell
0515,Pavol,Murgas,Tyrell
0516,Silvester,Martell,Martell
0517,Drahoslava,Lannister,Lannister
0518,Vratislav,Riska,Greyjoy
0519,Ida,Rak,Lannister
0520,Boris,Hric,Tyrell
0521,Sabina,Smrek,Targaryen
0522,Medard,Sokol,Bolton
0523,Edmund,Tomecek,Frey
0524,Monika,Krizan,Lannister
0525,Drahoslava,Tyrell,Tyrell
0526,Lubomir,Svrbik,Baratheon
0527,Rebeka,Mojzis,Lannister
0528,Terezia,Magal,Bolton
0529,Gaspar,Mojzis,Martell
0530,Andrea,Hrianka,Stark
0531,Filip,Vesel,Lannister
0532,Rastislav,Baratheon,Baratheon
0533,Danica,Frey,Frey
0534,Petra,Uram,Frey
0535,Michaela,Plesivec,Baratheon
0536,Erik,Kozacik,Lannister
0537,Valentin,Stefanik,Frey
0538,Koloman,Arryn,Arryn
0539,Gertruda,Pesko,Targaryen
0540,Vendelin,Puska,Tyrell
0541,Anabela,Veternik,Lannister
0542,Vitazoslav,Stefan,Baratheon
0543,Milada,Mihalik,Baratheon
0544,Frederik,Kollar,Frey
0545,Urban,Cesnak,Baratheon
0546,Perla,Feldek,Martell
0547,Prokop,Baca,Stark
0548,Bozidara,Martell,Martell
0549,Ludomil,Tyrell,Tyrell
0550,Branislava,Valenta,Stark
0551,Sergej,Korcak,Tyrell
0552,Albina,Dudok,Frey
0553,Henrieta,Mlynarik,Bolton
0554,Ludovit,Frey,Frey
0555,Barbora,Dzurjanin,Lannister
0556,Prokop,Dzurjanin,Frey
0557,Ladislav,Ihnacak,Martell
0558,Katarina,Martell,Martell
0559,Tadeas,Majesky,Frey
0560,Imrich,Baratheon,Baratheon
0561,Adrian,Podkonicky,Greyjoy
0562,Etela,Stefunko,Baratheon
0563,Adela,Marek,Tyrell
0564,Bibiana,Lannister,Lannister
0565,Bohumir,Basko,Stark
0566,Karolina,Holuby,Frey
0567,Jarolim,Loj,Frey
0568,Michaela,Korec,Martell
0569,Miloslav,Kramar,Tyrell
0570,Anna,Mojzis,Greyjoy
0571,Ema,Chovanec,Martell
0572,Lubor,Stefan,Martell
0573,Izabela,Hrdlicka,Bolton
0574,Vratislav,Bolton,Bolton
0575,Stanislav,Rak,Bolton
0576,Zita,Surka,Frey
0577,Zina,Sokol,Frey
0578,Drahomir,Puska,Bolton
0579,Eugenia,Vicena,Lannister
0580,Bozena,Filip,Tyrell
0581,Nina,Valachovic,Baratheon
0582,Jolana,Janko,Martell
0583,Lydia,Masar,Martell
0584,Dagmara,Martin,Baratheon
0585,Oldrich,Greyjoy,Tyrell
0586,Renata,Bolton,Bolton
0587,Dionyz,Malina,Baratheon
0588,Valentin,Andras,Greyjoy
0589,Antonia,Lojek,Lannister
0590,Olga,Martell,Martell
0591,Henrich,Stodola,Stark
0592,Luboslava,Strnisko,Tyrell
0593,Vanda,Baca,Greyjoy
0594,Vanda,Tomecek,Greyjoy
0595,Sidonia,Valent,Martell
0596,Bonifac,Sokol,Baratheon
0597,Rozalia,Stark,Stark
0598,Zina,Michalech,Targaryen
0599,Slavka,Miklos,Stark
0600,Petra,Kostka,Martell
0601,Vlastimil,Strnisko,Tyrell
0602,Diana,Filc,Targaryen
0603,Albin,Lannister,Lannister
0604,Jaromir,Pavuk,Frey
0605,Lea,Janek,Frey
0606,Elena,Andras,Martell
0607,Lujza,Smajda,Lannister
0608,Radomir,Fabian,Tyrell
0609,David,Kolar,Lannister
0610,Milos,Sokol,Baratheon
0611,Veronika,Melichar,Martell
0612,Katarina,Dulla,Greyjoy
0613,Ambroz,Filip,Stark
0614,Vilma,Barbora,Lannister
0615,Ludmila,Targaryen,Targaryen
0616,Drahomir,Filc,Greyjoy
0617,Ondrej,Rohacek,Tyrell
0618,Vit,Vesel,Bolton
0619,Bohumil,Straka,Frey
0620,Sona,Mensik,Stark
0621,Urban,Kropilak,Targaryen
0622,Zaneta,Vicen,Frey
0623,Matilda,Cibulka,Frey
0624,Miriama,Kolnik,Tyrell
0625,Pavol,Mamojka,Martell
0626,Karol,Targaryen,Targaryen
0627,Pankrac,Pavko,Lannister
0628,Lubica,Brusko,Tyrell
0629,Drahomir,Vanek,Tyrell
0630,Bernard,Kralik,Tyrell
0631,Ctibor,Marecek,Lannister
0632,Koloman,Lannister,Lannister
0633,Henrich,Kovac,Tyrell
0634,Severin,Marcin,Greyjoy
0635,Natasa,Miklosko,Martell
0636,Gabriel,Farkasovsky,Lannister
0637,Zlatko,Greyjoy,Greyjoy
0638,Ervin,Martin,Stark
0639,Milada,Klizan,Lannister
0640,Denisa,Petruska,Martell
0641,Martina,Pavlikovsky,Martell
0642,Danica,Repisky,Lannister
0643,Prokop,Valach,Tyrell
0644,Olga,Murgas,Greyjoy
0645,Zlatko,Tyrell,Tyrell
0646,Vit,Melichercik,Tyrell
0647,Bartolomej,Kozacik,Martell
0648,Cyprian,Hrdlicka,Martell
0649,Jela,Rohac,Baratheon
0650,Milada,Kropilak,Lannister
0651,Adriana,Mikulik,Baratheon
0652,Olympia,Michalech,Greyjoy
0653,Bruno,Mucha,Martell
0654,Gregor,Frey,Frey
0655,Dezider,Targaryen,Targaryen
0656,Zelmira,Podkonicky,Lannister
0657,Elena,Baratheon,Baratheon
0658,Luboslav,Baca,Lannister
0659,Ludomil,Dudok,Lannister
0660,Roland,Valenta,Bolton
0661,Angela,Pauk,Targaryen
0662,Filip,Vesel,Stark
0663,Darina,Krajco,Tyrell
0664,Ela,Dudok,Baratheon
0665,Martina,Uram,Martell
0666,Ema,Adam,Greyjoy
0667,Bohumil,Frey,Frey
0668,Albin,Stark,Stark
0669,Alan,Michalech,Baratheon
0670,Nora,Baratheon,Baratheon
0671,Hubert,Uram,Baratheon
0672,Ignac,Konrad,Frey
0673,Jaroslava,Babka,Greyjoy
0674,Blahoslav,Visnovsky,Bolton
0675,Miloslava,Michalik,Martell
0676,Zaneta,Tyrell,Tyrell
0677,Urban,Filc,Arryn
0678,Lydia,Lannister,Frey
0679,Gabriel,Frey,Frey
0680,Oleg,Korcak,Frey
0681,Ruzena,Skriniar,Martell
0682,Bibiana,Stark,Stark
0683,Gregor,Krajcovic,Lannister
0684,Zoja,Fabian,Tyrell
0685,Milos,Lannister,Lannister
0686,Anton,Krupa,Martell
0687,Daniela,Lannister,Lannister
0688,Katarina,Tyrell,Tyrell
0689,Edmund,Marko,Baratheon
0690,Stanislav,Plesivec,Frey
0691,Kornel,Sulc,Tyrell
0692,Irma,Martincek,Lannister
0693,Diana,Misik,Stark
0694,Daniela,Hrdlicka,Lannister
0695,Marta,Greyjoy,Greyjoy
0696,Andrej,Skriniar,Stark
0697,Viktor,Lannister,Lannister
0698,Kornel,Bolton,Bolton
0699,Gejza,Bena,Martell
0700,Kornelia,Marko,Frey
0701,Viktoria,Miklos,Tyrell
0702,Karol,Kral,Lannister
0703,Simona,Frey,Frey
0704,Vladislav,Soltes,Targaryen
0705,Drahoslava,Lannister,Targaryen
0706,Alexander,Bartovic,Greyjoy
0707,Vasil,Michalko,Tyrell
0708,Kristof,Minac,Lannister
0709,Nora,Fedor,Frey
0710,Eugenia,Huska,Lannister
0711,Margita,Truben,Tyrell
0712,Martin,Hric,Stark
0713,Libusa,Mokros,Baratheon
0714,Ferdinand,Huska,Stark
0715,Adrian,Tyrell,Tyrell
0716,Bohumir,Bolton,Bolton
0717,Katarina,Marian,Greyjoy
0718,Urban,Tomecek,Lannister
0719,Valeria,Melichercik,Tyrell
0720,Regina,Masny,Stark
0721,Margareta,Richtar,Martell
0722,Stela,Konrad,Lannister
0723,Tamara,Huska,Tyrell
0724,Estera,Miklos,Martell
0725,Nora,Strnisko,Baratheon
0726,Lenka,Polak,Martell
0727,Michal,Vaska,Frey
0728,Oskar,Bolton,Tyrell
0729,Alena,Surka,Tyrell
0730,Hilda,Lannister,Lannister
0731,Frantiska,Melichar,Stark
0732,Alojz,Adam,Martell
0733,Boleslav,Farkasovsky,Greyjoy
0734,Bonifac,Bolton,Tyrell
0735,Maros,Baso,Baratheon
0736,Sofia,Petrovicky,Martell
0737,Vanesa,Jano,Targaryen
0738,Alojza,Baca,Martell
0739,Bohus,Valachovic,Arryn
0740,Metod,Martell,Martell
0741,Ladislav,Mlynar,Tyrell
0742,Imrich,Frey,Frey
0743,Veronika,Baso,Martell
0744,Edita,Mora,Bolton
0745,Zlatica,Puskar,Lannister
0746,Prokop,Simek,Martell
0747,Bronislava,Lannister,Lannister
0748,Augustin,Greyjoy,Greyjoy
0749,Sara,Klizan,Tyrell
0750,Rozalia,Kovacik,Tyrell
0751,Peter,Moravcik,Lannister
0752,Valeria,Rohacik,Baratheon
0753,Nora,Greyjoy,Greyjoy
0754,Vitazoslav,Tomecko,Stark
0755,Valentin,Stark,Stark
0756,Kristian,Chudik,Stark
0757,Bohumil,Martell,Martell
0758,Peter,Greyjoy,Greyjoy
0759,Imrich,Magal,Stark
0760,Lea,Kollar,Targaryen
0761,Milan,Urblik,Lannister
0762,Jarolim,Truban,Stark
0763,Beata,Arryn,Arryn
0764,Frederik,Mensik,Frey
0765,Drahoslava,Hrusovsky,Martell
0766,Kamila,Michalik,Frey
0767,Silvester,Masarik,Frey
0768,Ivan,Koza,Tyrell
0769,Bohdana,Marek,Bolton
0770,Lenka,Kovac,Frey
0771,Sofia,Chovan,Tyrell
0772,Oleg,Martinak,Martell
0773,Luboslava,Riso,Frey
0774,Ales,Dzurjanin,Greyjoy
0775,Viliam,Vlk,Lannister
0776,Andrea,Puska,Baratheon
0777,Juraj,Margita,Frey
0778,Marcela,Mokros,Lannister
0779,Norbert,Valenta,Bolton
0780,Dezider,Machata,Greyjoy
0781,Berta,Mikus,Martell
0782,Moric,Baratheon,Martell
0783,Sergej,Baso,Lannister
0784,Paulina,Stefanik,Lannister
