charID,name,surname,gender,royaltyScale,main
0114,Selina,Frey,female,5,false
0115,Lisa,Walter,female,2,false
0116,Lukas,Neumann,male,2,false
0117,Jannik,Stark,male,6,false
0118,Lilly,Lannister,female,7,false
0119,Sam,Weber,male,1,false
0120,Magdalena,Huber,female,1,false
0121,Julian,Kohler,male,3,false
0122,David,Nebert,male,1,false
0123,Fiona,Gunther,female,1,false
0124,Dieter,Roth,male,3,false
0125,Lenny,Bauer,male,3,false
0126,Mara,Ebert,female,3,false
0127,Emma,Becker,female,1,false
0128,Fiona,Nebert,female,2,false
0129,Julia,Schultz,female,3,false
0130,Luis,Tyrell,male,9,false
0131,Robert,Schubert,male,2,false
0132,Florian,Peters,male,1,false
0133,Christian,Weiss,male,1,false
0134,Moritz,Frank,male,1,false
0135,Maila,Lannister,female,9,false
0136,Maila,Busch,female,3,false
0137,Robin,Hartmann,male,2,false
0138,Paulina,Richter,female,2,false
0139,Rafael,Muller,male,3,false
0140,Milena,Lang,female,1,false
0141,Valentin,Seidel,male,2,false
0142,Emma,Wagner,female,3,false
0143,Fabienne,Roth,female,2,false
0144,Tim,Lannister,male,5,false
0145,Bennet,Schroder,male,3,false
0146,Noah,Lannister,male,10,false
0147,Theo,Weiss,male,1,false
0148,Bruno,Herrmann,male,1,false
0149,Jule,Fuchs,female,3,false
0150,Lilly,Tyrell,female,9,false
0151,Julia,Martell,female,4,false
0152,Milan,Martell,male,5,false
0153,Jonas,Wagner,male,2,false
0154,Theo,Frank,male,2,false
0155,Matteo,Thiele,male,2,false
0156,Ulrike,Kruger,female,3,false
0157,Martin,Lorenz,male,3,false
0158,Lenny,Graf,male,3,false
0159,Celina,Schroder,female,3,false
0160,Till,Albrecht,male,1,false
0161,Nora,Vogt,female,3,false
0162,Ann-Julie,Fischer,female,3,false
0163,Luna,Conrad,female,2,false
0164,Mats,Sauer,male,3,false
0165,Ole,Schmitz,male,2,false
0166,Niklas,Targaryen,male,8,false
0167,Martha,Becker,female,3,false
0168,Bianca,Schuster,female,2,false
0169,Antonia,Lehmann,female,1,false
0170,Sarah,Lang,female,1,false
0171,Alina,Tyrell,female,8,false
0172,Johann,Tyrell,male,10,false
0173,Magdalena,Wagner,female,3,false
0174,Laura,Jung,female,3,false
0175,Mira,Wagner,female,1,false
0176,Jakob,Becker,male,3,false
0177,Mats,Ludwig,male,3,false
0178,Valentina,Nebert,female,3,false
0179,Helena,Horn,female,2,false
0180,Kilian,Greyjoy,male,7,false
0181,Marie,Martell,female,5,false
0182,Elina,Beck,female,2,false
0183,Doreen,Conrad,female,2,false
0184,Theo,Otto,male,1,false
0185,Josephine,Graf,female,2,false
0186,Thomas,Werner,male,1,false
0187,Lilly,Simon,female,2,false
0188,Johann,Schmitt,male,1,false
0189,Jakob,Bolton,male,9,false
0190,Charlotte,Kaiser,female,1,false
0191,Liam,Frey,male,5,false
0192,Marlene,Hahn,female,3,false
0193,Johanna,Stark,female,10,false
0194,Hannes,Walter,male,1,false
0195,Lisa,Kramer,female,2,false
0196,Maxim,Stein,male,3,false
0197,Charlotte,Martell,female,8,false
0198,Melina,Albrecht,female,3,false
0199,Marie,Schwarz,female,2,false
0200,Jonathan,Martell,male,8,false
0201,Wenke,Baratheon,female,7,false
0202,Melissa,Braun,female,2,false
0203,Malte,Bolton,male,8,false
0204,Sam,Baratheon,male,8,false
0205,Leni,Thoma,female,3,false
0206,Malte,Winter,male,2,false
0207,Doreen,Fuchs,female,2,false
0208,Paul,Hahn,male,1,false
0209,Sam,Thoma,male,1,false
0210,Colin,Konig,male,2,false
0211,Maxim,Wagner,male,2,false
0212,Maria,Baumann,female,2,false
0213,Selina,Bolton,female,4,false
0214,Leo,Pohl,male,3,false
0215,Julius,Becker,male,2,false
0216,Christian,Brandt,male,1,false
0217,Konstantin,Jager,male,2,false
0218,Emil,Martin,male,1,false
0219,Maja,Arryn,female,5,false
0220,Jayden,Lange,male,3,false
0221,Dieter,Ziegler,male,3,false
0222,Mathilda,Schumacher,female,1,false
0223,Emilia,Neumann,female,3,false
0224,Melissa,Schafer,female,2,false
0225,Melina,Friedrichs,female,1,false
0226,Melissa,Bolton,female,10,false
0227,Marie,Muller,female,3,false
0228,Chiara,Maier,female,1,false
0229,Max,Rams,male,1,false
0230,Jan,Schumacher,male,1,false
0231,Anni,Herrmann,female,2,false
0232,Isabell,Jung,female,1,false
0233,Tom,Thiele,male,2,false
0234,Lara,Martell,female,8,false
0235,Zoe,Klein,female,1,false
0236,Adrian,Baratheon,male,10,false
0237,Tobias,Lange,male,1,false
0238,Julia,Schultz,female,3,false
0239,Aylin,Seidel,female,1,false
0240,Maximilian,Winkler,male,2,false
0241,Ida,Bolton,female,9,false
0242,Jannik,Tyrell,male,10,false
0243,Damian,Schreiber,male,1,false
0244,Jakob,Schmitz,male,3,false
0245,Nora,Schubert,female,2,false
0246,Lena,Franke,female,1,false
0247,Leonard,Tyrell,male,10,false
0248,Lotta,Kruger,female,1,false
0249,Julius,Martell,male,8,false
0250,Melissa,Ziegler,female,1,false
0251,Jayden,Horn,male,1,false
0252,Matteo,Tyrell,male,5,false
0253,Annabell,Engel,female,2,false
0254,Leonie,Baratheon,female,6,false
0255,Leonie,Baratheon,female,5,false
0256,Leila,Engel,female,2,false
0257,Anton,Frey,male,10,false
0258,Katharina,Arnold,female,3,false
0259,Helena,Moller,female,2,false
0260,Nils,Schmitt,male,2,false
0261,Christian,Stark,male,10,false
0262,Mia,Greyjoy,female,7,false
0263,Lea,Martell,female,9,false
0264,Tobias,Kraus,male,1,false
0265,Noel,Wagner,male,3,false
0266,Anton,Ilsner,male,1,false
0267,Wolfgang,Peters,male,3,false
0268,Luisa,Martell,female,6,false
0269,Lennard,Graf,male,1,false
0270,Maria,Martell,female,7,false
0271,Leni,Roth,female,2,false
0272,Emilia,Weber,female,2,false
0273,Wolfgang,Horn,male,3,false
0274,Nick,Vogel,male,1,false
0275,Nina,Ingerfurth,female,2,false
0276,Celina,Tyrell,female,10,false
0277,Zoe,Schulte,female,1,false
0278,Yasha,Schmidt,male,3,false
0279,Maximilian,Beck,male,1,false
0280,Miriam,Baumann,female,2,false
0281,Lilly,Beck,female,1,false
0282,Eva,Schwarz,female,2,false
0283,Milena,Winter,female,3,false
0284,Linda,Kohler,female,3,false
0285,Alexander,Lannister,male,6,false
0286,Jona,Greyjoy,male,8,false
0287,Ronja,Seidel,female,3,false
0288,Phil,Lehmann,male,2,false
0289,Isabella,Martell,female,5,false
0290,Milan,Maier,male,2,false
0291,Tim,Lannister,male,10,false
0292,Melissa,Hartmann,female,3,false
0293,Tom,Jager,male,1,false
0294,Aylin,Seidel,female,2,false
0295,Aylin,Haas,female,2,false
0296,Lian,Schwarz,male,3,false
0297,Isabella,Schulze,female,3,false
0298,Julius,Martell,male,7,false
0299,Marie,Arnold,female,2,false
0300,Kilian,Schafer,male,1,false
0301,Luise,Frey,female,9,false
0302,Michael,Ebert,male,3,false
0303,Finn,Ingerfurth,male,2,false
0304,Elina,Heinrich,female,3,false
0305,Anton,Schulte,male,1,false
0306,Yasha,Beck,male,2,false
0307,Samuel,Frey,male,6,false
0308,Nico,Teichmann,male,3,false
0309,Erik,Haas,male,1,false
0310,Maximilian,Targaryen,male,10,false
0311,Franziska,Seidel,female,3,false
0312,Emily,Schubert,female,3,false
0313,Nick,Walter,male,2,false
0314,Henry,Herrmann,male,2,false
0315,Felix,Lang,male,2,false
0316,Emilia,Kuhn,female,2,false
0317,Frieda,Heinrich,female,2,false
0318,Mira,Scholz,female,2,false
0319,Lotta,Bolton,female,4,false
0320,Katharina,Conrad,female,2,false
0321,Stella,Scholz,female,2,false
0322,Leila,Schreiber,female,2,false
0323,Paul,Moller,male,1,false
0324,Alina,Baratheon,female,8,false
0325,Clara,Schulte,female,2,false
0326,Luisa,Werner,female,1,false
0327,Emilia,Fischer,female,3,false
0328,Maria,Gross,female,3,false
0329,Noel,Koch,male,2,false
0330,Bennet,Schmitz,male,1,false
0331,Damian,Kruger,male,1,false
0332,Sebastian,Stein,male,2,false
0333,Leni,Martell,female,8,false
0334,Tim,Schroder,male,1,false
0335,Liam,Stark,male,10,false
0336,Phil,Muller,male,3,false
0337,Felix,Neumann,male,3,false
0338,Jason,Graf,male,3,false
0339,David,Thoma,male,2,false
0340,Paul,Hartmann,male,3,false
0341,Johannes,Scholz,male,2,false
0342,Ulrich,Weber,male,2,false
0343,Liam,Lannister,male,8,false
0344,Lilly,Jager,female,2,false
0345,Jule,Schmidt,female,3,false
0346,Fiona,Doring,female,3,false
0347,Fiona,Baratheon,female,9,false
0348,Ben,Huber,male,2,false
0349,Carlotta,Orlowski,female,3,false
0350,Mattis,Stark,male,9,false
0351,Moritz,Neumann,male,1,false
0352,Zoe,Kaiser,female,2,false
0353,Adrian,Walter,male,1,false
0354,Sebastian,Schubert,male,1,false
0355,Charlotte,Schwarz,female,1,false
0356,Bruno,Maier,male,2,false
0357,Lennox,Roth,male,1,false
0358,Anni,Schulze,female,1,false
0359,Sophie,Richter,female,2,false
0360,Marie,Schwarz,female,2,false
0361,Nils,Voigt,male,2,false
0362,Marie,Baumann,female,3,false
0363,Colin,Braun,male,3,false
0364,Julian,Pohl,male,2,false
0365,Luis,Hoffmann,male,2,false
0366,Emma,Heinrich,female,3,false
0367,Sam,Maier,male,1,false
0368,Julie,Koch,female,3,false
0369,Nina,Tyrell,female,8,false
0370,Jayden,Becker,male,2,false
0371,Finn,Ziegler,male,3,false
0372,Anni,Richter,female,1,false
0373,Jasmin,Berger,female,1,false
0374,Jana,Otto,female,1,false
0375,Katharina,Peters,female,1,false
0376,Nina,Lorenz,female,1,false
0377,Nico,Braun,male,2,false
0378,Maila,Bergmann,female,1,false
0379,Eva,Koch,female,3,false
0380,Clara,Sommer,female,1,false
0381,Celina,Lang,female,2,false
0382,Luisa,Engel,female,2,false
0383,Elisabeth,Horn,female,2,false
0384,Lara,Otto,female,2,false
0385,Bruno,Ullrich,male,1,false
0386,Jamie,Lannister,male,8,false
0387,Mira,Stein,female,1,false
0388,Joshua,Voigt,male,1,false
0389,Maria,Vogt,female,1,false
0390,Melina,Hoffmann,female,3,false
0391,Luisa,Hartmann,female,1,false
0392,Milan,Pohl,male,1,false
0393,Julius,Haas,male,1,false
0394,Elisabeth,Bolton,female,5,false
0395,Zoe,Schmidt,female,3,false
0396,Ben,Friedrichs,male,3,false
0397,Adrian,Martell,male,10,false
0398,Dieter,Hahn,male,2,false
0399,Elisabeth,Seidel,female,2,false
0400,Alexander,Maier,male,2,false
0401,Gunter,Fuchs,male,2,false
0402,Timo,Weiss,male,1,false
0403,Tom,Herrmann,male,3,false
0404,Johannes,Ebert,male,3,false
0405,Wolfgang,Becker,male,1,false
0406,Mia,Engel,female,1,false
0407,Valentin,Peters,male,2,false
0408,Leo,Konig,male,3,false
0409,Theresa,Schuster,female,1,false
0410,Lotta,Frey,female,4,false
0411,Xenia,Stein,female,1,false
0412,Valentina,Schmitz,female,2,false
0413,Joshua,Greyjoy,male,8,false
0414,Franziska,Martell,female,8,false
0415,Victoria,Winter,female,3,false
0416,Johann,Herrmann,male,3,false
0417,Linus,Lannister,male,10,false
0418,Martha,Lang,female,1,false
0419,Ulrike,Doring,female,2,false
0420,Samira,Schulte,female,2,false
0421,Luis,Stark,male,9,false
0422,Martha,Frank,female,3,false
0423,Lea,Martell,female,7,false
0424,Bruno,Neumann,male,1,false
0425,Elina,Heinrich,female,2,false
0426,Dieter,Martell,male,8,false
0427,Philipp,Lehmann,male,2,false
0428,Tobias,Berger,male,1,false
0429,Ronja,Huber,female,1,false
0430,Lenny,Lannister,male,9,false
0431,Levin,Stark,male,8,false
0432,Samira,Koch,female,3,false
0433,Joshua,Nebert,male,3,false
0434,Emma,Horn,female,2,false
0435,Bennet,Nebert,male,3,false
0436,Alina,Schuster,female,1,false
0437,Nora,Werner,female,3,false
0438,Lisa,Brandt,female,3,false
0439,Sam,Gross,male,3,false
0440,Julius,Jager,male,3,false
0441,Tobias,Schubert,male,1,false
0442,Fabienne,Schubert,female,3,false
0443,Aylin,Jager,female,1,false
0444,Melissa,Klein,female,2,false
0445,Luisa,Thoma,female,3,false
0446,Alexander,Fuchs,male,1,false
0447,Leo,Muller,male,2,false
0448,Leila,Stark,female,10,false
0449,Noah,Becker,male,3,false
0450,Lena,Schreiber,female,1,false
0451,Jason,Lannister,male,9,false
0452,Carla,Schmidt,female,2,false
0453,Marlon,Orlowski,male,2,false
0454,Zoe,Martell,female,7,false
0455,Justus,Winkler,male,2,false
0456,John,Krause,male,3,false
0457,Linda,Franke,female,3,false
0458,Merle,Heinrich,female,3,false
0459,Linda,Brandt,female,1,false
0460,Mara,Dietrich,female,2,false
0461,David,Brandt,male,3,false
0462,Toni,Zimmermann,male,1,false
0463,Luna,Teichmann,female,1,false
0464,Sofia,Otto,female,3,false
0465,Johannes,Jager,male,2,false
0466,Emma,Voigt,female,2,false
0467,Ronja,Greyjoy,female,5,false
0468,Ole,Tyrell,male,6,false
0469,Dominic,Nebert,male,1,false
0470,Jule,Martell,female,10,false
0471,Jan,Bauer,male,2,false
0472,Alexander,Bauer,male,2,false
0473,Melissa,Frank,female,1,false
0474,Olivia,Schroder,female,3,false
0475,Anni,Tyrell,female,7,false
0476,Melissa,Greyjoy,female,4,false
0477,Nick,Jung,male,2,false
0478,Mila,Neumann,female,2,false
0479,Lian,Ilsner,male,1,false
0480,Leila,Arryn,female,7,false
0481,Melissa,Kruger,female,1,false
0482,Nico,Becker,male,3,false
0483,Nico,Stein,male,1,false
0484,Oskar,Haas,male,3,false
0485,Nora,Voigt,female,1,false
0486,Annabell,Kuhn,female,3,false
0487,Martin,Baratheon,male,6,false
0488,Rafael,Kuhn,male,3,false
0489,Nora,Kramer,female,3,false
0490,Martin,Neumann,male,2,false
0491,Toni,Krause,male,2,false
0492,Elena,Schulze,female,1,false
0493,Nico,Schmidt,male,1,false
0494,Matteo,Wolf,male,3,false
0495,Samuel,Engel,male,2,false
0496,Bastian,Fischer,male,2,false
0497,Olivia,Lannister,female,10,false
0498,Martha,Kraus,female,1,false
0499,Benedikt,Pohl,male,3,false
0500,Timo,Kraus,male,1,false
0501,Blahoslav,Lannister,male,10,false
0502,Aurel,Baska,male,3,false
0503,Monika,Murin,female,2,false
0504,Kazimir,Klizan,male,3,false
0505,Olympia,Martell,female,6,false
0506,Alzbeta,Malisek,female,2,false
0507,Marina,Hrobon,female,3,false
0508,Urban,Greyjoy,male,5,false
0509,Alfred,Vasko,male,3,false
0510,Bohumil,Risa,male,3,false
0511,Anna,Durdik,female,1,false
0512,Tamara,Marecek,female,2,false
0513,Jaromir,Lannister,male,8,false
0514,Peter,Valent,male,3,false
0515,Pavol,Murgas,male,3,false
0516,Silvester,Frey,male,9,false
0517,Drahoslava,Antal,female,2,false
0518,Vratislav,Riska,male,3,false
0519,Ida,Rak,female,3,false
0520,Boris,Hric,male,3,false
0521,Sabina,Smrek,female,1,false
0522,Medard,Sokol,male,2,false
0523,Edmund,Tomecek,male,2,false
0524,Monika,Krizan,female,3,false
0525,Drahoslava,Surka,female,2,false
0526,Lubomir,Svrbik,male,2,false
0527,Rebeka,Mojzis,female,3,false
0528,Terezia,Frey,female,5,false
0529,Gaspar,Bolton,male,5,false
0530,Andrea,Hrianka,female,1,false
0531,Filip,Tyrell,male,10,false
0532,Rastislav,Tyrell,male,8,false
0533,Danica,Bednarik,female,1,false
0534,Petra,Uram,female,1,false
0535,Michaela,Frey,female,10,false
0536,Erik,Frey,male,7,false
0537,Valentin,Stefanik,male,2,false
0538,Koloman,Liska,male,2,false
0539,Gertruda,Greyjoy,female,10,false
0540,Vendelin,Puska,male,1,false
0541,Anabela,Veternik,female,2,false
0542,Vitazoslav,Stefan,male,1,false
0543,Milada,Mihalik,female,3,false
0544,Frederik,Tyrell,male,8,false
0545,Urban,Cesnak,male,1,false
0546,Perla,Feldek,female,3,false
0547,Prokop,Baca,male,2,false
0548,Bozidara,Tyrell,female,5,false
0549,Ludomil,Greyjoy,male,6,false
0550,Branislava,Lannister,female,10,false
0551,Sergej,Korcak,male,1,false
0552,Albina,Dudok,female,3,false
0553,Henrieta,Frey,female,8,false
0554,Ludovit,Richtar,male,2,false
0555,Barbora,Dzurjanin,female,3,false
0556,Prokop,Dzurjanin,male,2,false
0557,Ladislav,Ihnacak,male,2,false
0558,Katarina,Brusko,female,2,false
0559,Tadeas,Majesky,male,1,false
0560,Imrich,Krajcovic,male,1,false
0561,Adrian,Podkonicky,male,3,false
0562,Etela,Frey,female,9,false
0563,Adela,Frey,female,5,false
0564,Bibiana,Simo,female,1,false
0565,Bohumir,Basko,male,3,false
0566,Karolina,Holuby,female,2,false
0567,Jarolim,Loj,male,3,false
0568,Michaela,Korec,female,1,false
0569,Miloslav,Kramar,male,3,false
0570,Anna,Mojzis,female,3,false
0571,Ema,Chovanec,female,3,false
0572,Lubor,Stark,male,7,false
0573,Izabela,Hrdlicka,female,3,false
0574,Vratislav,Bruska,male,2,false
0575,Stanislav,Stark,male,9,false
0576,Zita,Surka,female,2,false
0577,Zina,Sokol,female,1,false
0578,Drahomir,Puska,male,3,false
0579,Eugenia,Lannister,female,10,false
0580,Bozena,Filip,female,1,false
0581,Nina,Valachovic,female,3,false
0582,Jolana,Martell,female,10,false
0583,Lydia,Martell,female,9,false
0584,Dagmara,Martin,female,1,false
0585,Oldrich,Petrovicky,male,3,false
0586,Renata,Soltys,female,3,false
0587,Dionyz,Greyjoy,male,9,false
0588,Valentin,Stark,male,6,false
0589,Antonia,Lojek,female,1,false
0590,Olga,Targaryen,female,10,false
0591,Henrich,Stodola,male,3,false
0592,Luboslava,Strnisko,female,3,false
0593,Vanda,Baratheon,female,10,false
0594,Vanda,Lannister,female,8,false
0595,Sidonia,Lannister,female,9,false
0596,Bonifac,Sokol,male,1,false
0597,Rozalia,Greyjoy,female,7,false
0598,Zina,Michalech,female,3,false
0599,Slavka,Miklos,female,3,false
0600,Petra,Kostka,female,2,false
0601,Vlastimil,Strnisko,male,2,false
0602,Diana,Tyrell,female,7,false
0603,Albin,Risko,male,2,false
0604,Jaromir,Pavuk,male,3,false
0605,Lea,Janek,female,2,false
0606,Elena,Andras,female,1,false
0607,Lujza,Greyjoy,female,8,false
0608,Radomir,Fabian,male,1,false
0609,David,Kolar,male,2,false
0610,Milos,Sokol,male,2,false
0611,Veronika,Melichar,female,3,false
0612,Katarina,Dulla,female,3,false
0613,Ambroz,Lannister,male,10,false
0614,Vilma,Tyrell,female,7,false
0615,Ludmila,Murin,female,2,false
0616,Drahomir,Filc,male,1,false
0617,Ondrej,Rohacek,male,2,false
0618,Vit,Vesel,male,1,false
0619,Bohumil,Stark,male,10,false
0620,Sona,Mensik,female,3,false
0621,Urban,Kropilak,male,3,false
0622,Zaneta,Vicen,female,1,false
0623,Matilda,Cibulka,female,1,false
0624,Miriama,Kolnik,female,1,false
0625,Pavol,Mamojka,male,2,false
0626,Karol,Frey,male,9,false
0627,Pankrac,Pavko,male,3,false
0628,Lubica,Martell,female,5,false
0629,Drahomir,Lannister,male,9,false
0630,Bernard,Martell,male,5,false
0631,Ctibor,Marecek,male,1,false
0632,Koloman,Frey,male,4,false
0633,Henrich,Frey,male,4,false
0634,Severin,Marcin,male,3,false
0635,Natasa,Greyjoy,female,8,false
0636,Gabriel,Farkasovsky,male,3,false
0637,Zlatko,Vaska,male,3,false
0638,Ervin,Frey,male,7,false
0639,Milada,Klizan,female,1,false
0640,Denisa,Petruska,female,1,false
0641,Martina,Pavlikovsky,female,1,false
0642,Danica,Repisky,female,1,false
0643,Prokop,Valach,male,3,false
0644,Olga,Tyrell,female,10,false
0645,Zlatko,Andrasik,male,1,false
0646,Vit,Melichercik,male,3,false
0647,Bartolomej,Kozacik,male,3,false
0648,Cyprian,Hrdlicka,male,3,false
0649,Jela,Rohac,female,1,false
0650,Milada,Kropilak,female,3,false
0651,Adriana,Tyrell,female,10,false
0652,Olympia,Michalech,female,1,false
0653,Bruno,Mucha,male,1,false
0654,Gregor,Dvonc,male,1,false
0655,Dezider,Durdik,male,1,false
0656,Zelmira,Lannister,female,10,false
0657,Elena,Soltys,female,2,false
0658,Luboslav,Baca,male,3,false
0659,Ludomil,Bolton,male,4,false
0660,Roland,Valenta,male,1,false
0661,Angela,Pauk,female,3,false
0662,Filip,Baratheon,male,9,false
0663,Darina,Krajco,female,2,false
0664,Ela,Dudok,female,3,false
0665,Martina,Uram,female,1,false
0666,Ema,Adam,female,2,false
0667,Bohumil,Kozak,male,1,false
0668,Albin,Soltys,male,3,false
0669,Alan,Bolton,male,5,false
0670,Nora,Basa,female,2,false
0671,Hubert,Uram,male,2,false
0672,Ignac,Konrad,male,3,false
0673,Jaroslava,Targaryen,female,10,false
0674,Blahoslav,Targaryen,male,8,false
0675,Miloslava,Michalik,female,2,false
0676,Zaneta,Greyjoy,female,7,false
0677,Urban,Filc,male,1,false
0678,Lydia,Ihnacak,female,3,false
0679,Gabriel,Baratheon,male,6,false
0680,Oleg,Stark,male,5,false
0681,Ruzena,Skriniar,female,3,false
0682,Bibiana,Valentin,female,1,false
0683,Gregor,Targaryen,male,8,false
0684,Zoja,Fabian,female,3,false
0685,Milos,Husak,male,3,false
0686,Anton,Krupa,male,3,false
0687,Daniela,Hudacek,female,3,false
0688,Katarina,Puska,female,3,false
0689,Edmund,Stark,male,7,false
0690,Stanislav,Plesivec,male,3,false
0691,Kornel,Sulc,male,3,false
0692,Irma,Martincek,female,2,false
0693,Diana,Misik,female,2,false
0694,Daniela,Hrdlicka,female,1,false
0695,Marta,Barbora,female,3,false
0696,Andrej,Skriniar,male,1,false
0697,Viktor,Surka,male,2,false
0698,Kornel,Medvecky,male,1,false
0699,Gejza,Martell,male,10,false
0700,Kornelia,Marko,female,1,false
0701,Viktoria,Martell,female,8,false
0702,Karol,Kral,male,1,false
0703,Simona,Krupa,female,2,false
0704,Vladislav,Soltes,male,2,false
0705,Drahoslava,Michalek,female,1,false
0706,Alexander,Bartovic,male,3,false
0707,Vasil,Michalko,male,3,false
0708,Kristof,Minac,male,3,false
0709,Nora,Fedor,female,1,false
0710,Eugenia,Huska,female,1,false
0711,Margita,Truben,female,3,false
0712,Martin,Hric,male,3,false
0713,Libusa,Mokros,female,3,false
0714,Ferdinand,Martell,male,5,false
0715,Adrian,Martell,male,7,false
0716,Bohumir,Riha,male,3,false
0717,Katarina,Bolton,female,8,false
0718,Urban,Tomecek,male,1,false
0719,Valeria,Melichercik,female,3,false
0720,Regina,Masny,female,3,false
0721,Margareta,Richtar,female,1,false
0722,Stela,Bolton,female,6,false
0723,Tamara,Huska,female,3,false
0724,Estera,Miklos,female,3,false
0725,Nora,Greyjoy,female,8,false
0726,Lenka,Polak,female,1,false
0727,Michal,Frey,male,4,false
0728,Oskar,Martell,male,6,false
0729,Alena,Surka,female,3,false
0730,Hilda,Baratheon,female,4,false
0731,Frantiska,Tyrell,female,9,false
0732,Alojz,Adam,male,1,false
0733,Boleslav,Farkasovsky,male,2,false
0734,Bonifac,Baratheon,male,6,false
0735,Maros,Baso,male,2,false
0736,Sofia,Petrovicky,female,3,false
0737,Vanesa,Jano,female,1,false
0738,Alojza,Baca,female,3,false
0739,Bohus,Lannister,male,6,false
0740,Metod,Frey,male,7,false
0741,Ladislav,Mlynar,male,1,false
0742,Imrich,Surka,male,3,false
0743,Veronika,Baso,female,3,false
0744,Edita,Mora,female,3,false
0745,Zlatica,Puskar,female,1,false
0746,Prokop,Baratheon,male,4,false
0747,Bronislava,Targaryen,female,10,false
