name,surname,gender,region,allegiance
Yasha,Hoffmann,male,2,Bolton
Mila,Targaryen,female,8,Targaryen
Annika,Keller,female,3,Baratheon
Fabienne,Fuchs,female,2,Tyrell
Anton,Schäfer,male,2,Lannister
Leni,Zimmermann,female,2,Frey
Vanessa,Bauer,female,2,Baratheon
Thomas,Thiele,male,3,Tyrell
Valentin,Schulte,male,2,Tyrell
Sina,Greyjoy,female,4,Greyjoy
Emil,Engel,male,1,Stark
Miriam,Albrecht,female,1,Lannister
Clara,Weber,female,1,Martell
Luisa,Möller,female,2,Greyjoy
Lenny,Arryn,male,5,Bolton
Leonie,Jung,female,2,Targaryen
Joshua,Kraus,male,1,Tyrell
Victoria,Orlowski,female,1,Lannister
Jannis,Stein,male,3,Frey
Nele,Sauer,female,1,Frey
Sophie,Schumacher,female,3,Martell
Tim,Schwarz,male,1,Greyjoy
Noel,Hartmann,male,3,Frey
Niklas,Bergmann,male,2,Targaryen
Michael,Groß,male,2,Tyrell
Benjamin,Tyrell,male,10,Tyrell
Eva,Hoffmann,female,1,Baratheon
Till,Schmitt,male,2,Martell
Jona,Fischer,male,3,Greyjoy
Dominic,Graf,male,1,Frey
Alexander,Schneider,male,2,Tyrell
Sebastian,Döring,male,2,Martell
Jolina,Ziegler,female,3,Targaryen
Lea,Pohl,female,2,Tyrell
Johannes,Pfeiffer,male,3,Lannister
Leonie,Krämer,female,3,Bolton
Luisa,Wolf,female,2,Stark
Marlene,Voigt,female,3,Martell
Christian,Martell,male,6,Martell
Milan,Roth,male,1,Stark
Katharina,Martell,female,10,Martell
Martin,Greyjoy,male,5,Greyjoy
Marlon,Ziegler,male,2,Lannister
Emelie,Sauer,female,1,Stark
Martha,Arnold,female,3,Lannister
Konstantin,Ingerfurth,male,3,Martell
Marlene,Weiß,female,2,Greyjoy
Adrian,Albrecht,male,2,Tyrell
David,Lannister,male,10,Lannister
Jana,Lange,female,3,Lannister
Luca,Pfeiffer,male,2,Tyrell
Phil,Fischer,male,2,Martell
Maila,Arryn,female,9,Arryn
Xaver,Ludwig,male,3,Frey
Xenia,Lannister,female,6,Lannister
Ingo,Meyer,male,2,Frey
Hannah,Lorenz,female,1,Tyrell
Carla,Teichmann,female,1,Baratheon
Paulina,Schmitz,female,2,Tyrell
Luise,Schulze,female,2,Baratheon
John,Ludwig,male,1,Baratheon
Zoey,Roth,female,1,Frey
Sina,Lannister,female,7,Lannister
Maximilian,Lannister,male,8,Lannister
Adrian,Schwarz,male,3,Frey
Xaver,Stark,male,9,Stark
Bennet,Lannister,male,10,Lannister
Justus,Targaryen,male,8,Targaryen
Julie,Winkler,female,3,Frey
Elena,Friedrichs,female,3,Frey
Lennard,Martell,male,10,Martell
Annabell,Baratheon,female,8,Baratheon
Finn,Tyrell,male,10,Tyrell
Helene,Martell,female,9,Martell
Annabell,Wagner,female,3,Greyjoy
Julia,Hahn,female,1,Lannister
Josephine,Braun,female,1,Baratheon
Pia,Ingerfurth,female,3,Lannister
Yvonne,Stark,female,9,Stark
Jana,Simon,female,3,Tyrell
Nils,Stark,male,4,Stark
Henry,Weiß,male,3,Tyrell
Laura,Berger,female,2,Greyjoy
Ulrich,Fuchs,male,2,Tyrell
Konstantin,Möller,male,2,Martell
Paulina,Schulze,female,2,Baratheon
Stella,Sommer,female,2,Stark
Oliver,Böhm,male,1,Frey
Joshua,Rams,male,3,Tyrell
Toni,Kraus,male,1,Martell
Sarah,Lannister,female,10,Lannister
Martin,Werner,male,1,Tyrell
Vanessa,Fischer,female,3,Baratheon
Mathilda,Peters,female,2,Lannister
Olivia,Tyrell,female,9,Tyrell
David,Roth,male,2,Tyrell
Doreen,Bergmann,female,3,Baratheon
Niklas,Neumann,male,1,Tyrell
Magdalena,Lannister,female,6,Lannister
Jasmin,Vogel,female,3,Martell
Ella,Arryn,female,10,Arryn
Benjamin,Weber,male,2,Stark
Jona,Krüger,male,2,Greyjoy
Kilian,Targaryen,male,9,Targaryen
Jayden,Zimmermann,male,3,Tyrell
Oskar,Krause,male,3,Martell
Till,Seidel,male,3,Baratheon
Marie,Lannister,female,10,Lannister
Tim,Otto,male,3,Stark
Jolina,Ziegler,female,3,Lannister
Mila,Frank,female,1,Lannister
Anton,Möller,male,1,Targaryen
Bennet,Scholz,male,1,Tyrell
Annabell,Lannister,female,8,Lannister
Felix,Koch,male,3,Arryn
Emma,Kühn,female,3,Martell
Isabella,Groß,female,1,Stark
Sophie,Lange,female,1,Greyjoy
Liam,Jung,male,1,Lannister
Leonard,Krämer,male,2,Lannister
Leonie,Graf,female,2,Martell
Joshua,Tyrell,male,6,Tyrell
Stella,Schulte,female,3,Frey
Valentin,Kühn,male,1,Lannister
Anton,Graf,male,2,Targaryen
Noah,Engel,male,2,Lannister
Mathilda,Lannister,female,8,Lannister
Adrian,Schneider,male,2,Lannister
Julie,Baumann,female,1,Lannister
Elias,Becker,male,3,Baratheon
Gunter,Möller,male,1,Targaryen
Finn,Simon,male,1,Baratheon
Tim,König,male,2,Martell
Zoe,Braun,female,2,Tyrell
Jonas,Wolf,male,1,Lannister
Johanna,Hartmann,female,3,Lannister
Xenia,Keller,female,2,Lannister
Paula,Christ,female,1,Stark
Ann-Julie,Keller,female,3,Greyjoy
Katharina,Lannister,female,10,Lannister
Romy,Ziegler,female,1,Martell
Sebastian,Jäger,male,1,Bolton
Lennard,Christ,male,2,Arryn
Maila,Kraus,female,2,Tyrell
Florian,Ilsner,male,2,Martell
Fiona,Ilsner,female,3,Tyrell
Eva,Ilsner,female,1,Martell
Maximilian,Schmitz,male,3,Greyjoy
Lina,Frank,female,1,Martell
Ronja,Frank,female,3,Frey
Jonathan,Frank,male,2,Martell
Levi,Horn,male,3,Baratheon
Elisa,Lorenz,female,2,Martell
Isabella,Ebert,female,3,Targaryen
Anni,Baratheon,female,7,Baratheon
Mattis,Lange,male,3,Arryn
Mila,Winter,female,2,Lannister
Greta,Möller,female,1,Frey
Fiona,Schmitt,female,2,Stark
Pauline,Schreiber,female,2,Tyrell
Leonie,Tyrell,female,10,Tyrell
Josephine,Martell,female,5,Martell
Jana,Lannister,female,9,Lannister
Katharina,Ilsner,female,3,Stark
Pia,Frey,female,10,Frey
Finn,Schröder,male,2,Lannister
Romy,Greyjoy,female,6,Greyjoy
Pauline,Kraus,female,2,Lannister
Magdalena,Herrmann,female,1,Targaryen
Annika,Baumann,female,2,Tyrell
Elisabeth,Rams,female,1,Frey
Ben,Martell,male,7,Martell
Chiara,Berger,female,3,Stark
Lilly,Winkler,female,3,Martell
Ole,Stark,male,8,Stark
Pia,Huber,female,3,Lannister
Daniel,Haas,male,3,Tyrell
Aylin,Wolf,female,3,Stark
Elena,Wagner,female,2,Lannister
Sina,Frank,female,1,Lannister
Paula,Thiele,female,3,Baratheon
Lena,Müller,female,2,Lannister
Frieda,Hartmann,female,3,Greyjoy
Maximilian,Albrecht,male,2,Stark
Isabella,Meyer,female,2,Martell
Celina,Heinrich,female,3,Lannister
Eva,Conrad,female,3,Lannister
Mia,Baumann,female,2,Tyrell
Johann,Keller,male,3,Lannister
Miriam,Fuchs,female,3,Tyrell
Lena,Frey,female,5,Frey
Milan,Kraus,male,1,Frey
Henry,Tyrell,male,9,Tyrell
Konstantin,Ludwig,male,1,Tyrell
Alina,Kuhn,female,1,Lannister
Wenke,Conrad,female,1,Baratheon
Lucy,Fischer,female,1,Lannister
Mila,Beck,female,1,Lannister
Levin,Krüger,male,2,Martell
Leonard,Lannister,male,9,Lannister
Nick,Kuhn,male,3,Stark
Jannis,Franke,male,2,Lannister
Lucy,Böhm,female,1,Lannister
Tom,Baratheon,male,8,Baratheon
Jana,Ziegler,female,1,Tyrell
Theresa,Frank,female,3,Bolton
Leonie,Peters,female,3,Greyjoy
Mara,Groß,female,2,Martell
Tobias,Scholz,male,2,Tyrell
Milena,Heinrich,female,2,Lannister
Justus,Baratheon,male,6,Lannister
Lara,Ebert,female,2,Martell
Jannis,Lorenz,male,2,Tyrell
Milena,Maier,female,3,Bolton
Rafael,Albrecht,male,3,Lannister
Noel,Schulze,male,3,Bolton
Katharina,Graf,female,2,Greyjoy
Melina,Greyjoy,female,5,Greyjoy
Johanna,König,female,1,Lannister
Lilly,Bauer,female,2,Martell
Xaver,Graf,male,3,Lannister
Theresa,Krause,female,3,Frey
Nele,Jäger,female,3,Tyrell
Aaron,Fischer,male,3,Stark
Malte,Seidel,male,3,Frey
Jannis,Baratheon,male,5,Targaryen
Christian,Tyrell,male,8,Tyrell
Vanessa,Arryn,female,9,Arryn
Maja,Arnold,female,1,Bolton
Maximilian,Brandt,male,3,Lannister
Jule,Frey,female,7,Frey
Doreen,Kraus,female,1,Baratheon
Hannes,Rams,male,3,Greyjoy
Olivia,Ebert,female,2,Lannister
Marlon,Arryn,male,9,Arryn
Carlotta,Lannister,female,10,Lannister
Jonathan,Brandt,male,2,Martell
Sofia,Roth,female,3,Frey
Konstantin,Engel,male,3,Baratheon
Rafael,Otto,male,1,Stark
Oliver,Stark,male,8,Stark
Luca,Lannister,male,6,Lannister
Michael,Teichmann,male,3,Stark
Leni,Krause,female,2,Frey
Pia,Müller,female,3,Martell
Marie,Krüger,female,1,Martell
Hannah,Beck,female,2,Lannister
Ole,Dietrich,male,3,Frey
Lena,Schulze,female,3,Tyrell
Matteo,Lannister,male,4,Lannister
Valentin,Martell,male,6,Martell
Christian,Tyrell,male,10,Tyrell
Ronja,Thoma,female,2,Tyrell
Sophie,Hahn,female,2,Lannister
Paulina,Bolton,female,6,Bolton
Olivia,Christ,female,1,Martell
Mila,Lannister,female,6,Lannister
Fabian,Vogel,male,2,Baratheon
Bianca,Braun,female,2,Baratheon
Xenia,Horn,female,3,Lannister
Lena,Schröder,female,3,Stark
Anna,Busch,female,1,Martell
Elena,Pohl,female,1,Lannister
David,Targaryen,male,8,Targaryen
Jayden,Schmitt,male,2,Tyrell
Milan,Sauer,male,1,Lannister
Maja,Brandt,female,3,Tyrell
Mina,Baumann,female,1,Martell
Julia,Schultz,female,1,Greyjoy
Julie,Bolton,female,5,Bolton
Ella,Weiß,female,1,Lannister
Mika,Thiele,male,2,Stark
Ulrich,Lannister,male,10,Lannister
Marlon,Schubert,male,2,Martell
Erik,Pohl,male,2,Greyjoy
Christian,Koch,male,3,Stark
Xaver,Jäger,male,3,Tyrell
Jana,Hahn,female,1,Tyrell
Alina,Huber,female,1,Lannister
Max,Schmitz,male,1,Stark
Sofia,Voigt,female,3,Baratheon
Ulrich,Richter,male,2,Tyrell
Celina,Pohl,female,1,Martell
Dominic,Hahn,male,2,Greyjoy
Leila,Lannister,female,10,Lannister
Maja,Baratheon,female,6,Baratheon
Mina,Herrmann,female,3,Targaryen
Levi,Döring,male,2,Targaryen
Karl,Nebert,male,1,Lannister
John,Martell,male,5,Martell
Charlotte,Fischer,female,3,Baratheon
Moritz,Fuchs,male,3,Frey
Ann-Julie,Bauer,female,1,Frey
Jannik,Busch,male,2,Baratheon
Oskar,Stark,male,9,Stark
Martha,Sommer,female,2,Martell
Linus,Roth,male,2,Stark
Lina,Herrmann,female,3,Tyrell
Anna,Brandt,female,2,Greyjoy
Johannes,Graf,male,1,Stark
Jamie,Beck,male,3,Lannister
Sophie,Christ,female,2,Frey
Yvonne,Thiele,female,3,Stark
Karl,Roth,male,3,Greyjoy
Josephine,Pfeiffer,female,1,Frey
Merle,Schultz,female,2,Martell
Franziska,Winter,female,2,Martell
Bianca,Ludwig,female,2,Targaryen
Simon,Martell,male,9,Martell
Johanna,Wagner,female,1,Frey
Johannes,Seidel,male,3,Lannister
Lian,Frey,male,7,Frey
Gunter,Schmidt,male,2,Greyjoy
Paulina,Horn,female,1,Tyrell
Lina,Frey,female,9,Frey
Erik,Targaryen,male,9,Targaryen
Mina,Thoma,female,2,Bolton
Lena,Teichmann,female,3,Martell
Marie,Weiß,female,1,Tyrell
Helene,Targaryen,female,8,Targaryen
Yvonne,Schreiber,female,3,Baratheon
Julie,Baumann,female,2,Lannister
Nick,Huber,male,2,Greyjoy
Max,Scholz,male,2,Frey
Annika,Pfeiffer,female,2,Frey
Bennet,Graf,male,3,Baratheon
Theo,Busch,male,2,Arryn
Lara,Otto,female,2,Tyrell
Johann,Fuchs,male,2,Lannister
Mila,Möller,female,3,Tyrell
Lennard,Müller,male,1,Tyrell
Lucy,Frank,female,3,Greyjoy
Julian,Tyrell,male,5,Tyrell
Lucy,Christ,female,2,Bolton
Miriam,Greyjoy,female,9,Greyjoy
Lina,Vogel,female,3,Arryn
Lisa,Böhm,female,2,Greyjoy
Milan,Wolf,male,3,Frey
Johann,Schmidt,male,3,Lannister
Jannis,Simon,male,2,Tyrell
Ella,König,female,3,Baratheon
Ulrike,Frey,female,8,Frey
Mika,Vogel,male,3,Lannister
Stella,Schmitz,female,3,Targaryen
Hannes,Tyrell,male,10,Tyrell
Maxim,Neumann,male,3,Tyrell
Charlotte,Tyrell,female,5,Stark
Mathilda,Roth,female,2,Lannister
Ida,Ingerfurth,female,3,Stark
Sam,Scholz,male,1,Greyjoy
Phil,Winkler,male,3,Tyrell
Annika,Klein,female,1,Martell
Linus,Simon,male,3,Lannister
Leonie,Schulte,female,1,Tyrell
Finn,Schulte,male,2,Lannister
Johann,Thiele,male,3,Martell
Jule,Simon,female,1,Tyrell
Mira,Horn,female,2,Lannister
Joshua,Thoma,male,1,Martell
Benjamin,Stark,male,5,Stark
Miriam,Keller,female,1,Bolton
Vincent,Richter,male,1,Tyrell
Jasmin,Ebert,female,1,Lannister
Fiona,Thoma,female,3,Targaryen
Lisa,Bauer,female,3,Frey
Philipp,Stark,male,8,Stark
Jasmin,Martell,female,10,Martell
Anna,Schuster,female,2,Greyjoy
Tom,Jung,male,1,Targaryen
Robert,Lannister,male,10,Lannister
Jayden,Berger,male,2,Greyjoy
Robert,Koch,male,2,Arryn
Pauline,Stark,female,7,Stark
Franziska,Weiß,female,3,Tyrell
Lukas,Graf,male,3,Lannister
Levin,Rams,male,2,Lannister
Ulrike,Zimmermann,female,1,Greyjoy
Joshua,Baratheon,male,9,Baratheon
Max,Frey,male,5,Frey
Mattis,Tyrell,male,8,Tyrell
Lian,Busch,male,3,Tyrell
Mathilda,Ullrich,female,2,Targaryen
Leon,Zimmermann,male,3,Lannister
David,Tyrell,male,7,Tyrell
Lea,Hahn,female,3,Bolton
Valentina,Werner,female,3,Stark
Lena,Sauer,female,2,Baratheon
Jana,König,female,1,Bolton
Henry,Schulze,male,3,Baratheon
Miriam,Schmitt,female,3,Stark
Daniel,Franke,male,1,Tyrell
Johannes,Dietrich,male,3,Greyjoy
Milena,Becker,female,2,Frey
John,Scholz,male,1,Tyrell
Ann-Julie,Schulze,female,3,Martell
Jonathan,Schumacher,male,3,Lannister
Jamie,Lannister,male,10,Lannister
Konstantin,Hartmann,male,3,Martell
Emil,Nebert,male,3,Bolton
Mattis,Simon,male,1,Frey
Hannes,Conrad,male,1,Baratheon
Isabell,Pfeiffer,female,1,Baratheon
Bennet,Brandt,male,2,Martell
Julius,Lannister,male,9,Lannister
Annika,Lehmann,female,3,Lannister
Annabell,Greyjoy,female,8,Greyjoy
Artur,Targaryen,male,9,Targaryen
Lenny,Kraus,male,2,Baratheon
Jakob,Krüger,male,2,Martell
Thomas,Schreiber,male,2,Tyrell
Eva,Stark,female,9,Stark
Ben,Frey,male,5,Frey
Joel,Schwarz,male,1,Stark
Kilian,Albrecht,male,2,Baratheon
Dominic,Baratheon,male,7,Baratheon
Tom,Horn,male,2,Lannister
Valentin,Keller,male,2,Stark
Philipp,Martell,male,10,Martell
Frieda,Hartmann,female,3,Frey
Mara,Frey,female,6,Frey
Konstantin,Tyrell,male,8,Tyrell
Emma,Ingerfurth,female,3,Martell
Paul,Krämer,male,2,Martell
Phil,Stark,male,6,Stark
Greta,Ebert,female,2,Martell
Dieter,Keller,male,3,Tyrell
Wolfgang,Sommer,male,1,Greyjoy
Alexander,Thiele,male,3,Martell
Ulrike,Teichmann,female,2,Frey
Alexander,Döring,male,3,Lannister
Zoe,Werner,female,2,Tyrell
Aylin,Seidel,female,1,Lannister
Mila,Kaiser,female,1,Stark
Stella,Lannister,female,10,Lannister
Mila,Zimmermann,female,2,Bolton
Alina,Baumann,female,1,Tyrell
Justus,Schuster,male,1,Frey
Sebastian,Fischer,male,1,Frey
Johannes,Schmitz,male,2,Martell
Robert,Huber,male,3,Lannister
Jana,Lehmann,female,2,Frey
Paula,Rams,female,1,Stark
Marie,Vogel,female,3,Stark
Rafael,Schubert,male,1,Baratheon
Yasha,Vogel,male,3,Frey
Luise,Schreiber,female,1,Tyrell
Theo,Krämer,male,3,Baratheon
Artur,Köhler,male,1,Baratheon
Emily,Pohl,female,3,Targaryen
Max,Winter,male,3,Lannister
Xenia,Kraus,female,3,Targaryen
Lennard,Baratheon,male,6,Baratheon
Alexander,Stark,male,5,Stark
Mila,Fuchs,female,1,Martell
Colin,Neumann,male,3,Tyrell
Helena,Nebert,female,1,Bolton
Jolina,Stark,female,6,Stark
Martha,Klein,female,1,Targaryen
Ella,Rams,female,2,Frey
Alina,Schwarz,female,2,Martell
Martin,Albrecht,male,1,Martell
Mara,Lehmann,female,2,Baratheon
Franziska,Nebert,female,2,Lannister
Linus,Schröder,male,2,Lannister
Maja,Wolf,female,2,Frey
Vincent,Lannister,male,7,Lannister
Jonathan,Targaryen,male,10,Targaryen
Nick,Hahn,male,3,Targaryen
Colin,Schreiber,male,3,Stark
Mats,Richter,male,1,Stark
Tobias,Lange,male,2,Lannister
Jana,Köhler,female,3,Bolton
Thomas,Bolton,male,10,Bolton
Lucy,Ziegler,female,3,Baratheon
Robert,Herrmann,male,1,Bolton
Sofia,Lehmann,female,1,Martell
Timo,Schulte,male,1,Lannister
Timo,Christ,male,1,Stark
Ulrike,Lang,female,1,Stark
Romy,Sauer,female,2,Lannister
Emma,Schumacher,female,3,Frey
Paulina,Frey,female,8,Frey
Phil,Baratheon,male,5,Arryn
Zoey,Vogel,female,3,Targaryen
Artur,Schneider,male,3,Martell
Lilly,Greyjoy,female,9,Greyjoy
Lian,Krüger,male,2,Baratheon
Julius,Schuster,male,1,Tyrell
Nele,Möller,female,1,Bolton
Maxim,Lannister,male,10,Lannister
Nora,Schwarz,female,1,Martell
Bennet,Greyjoy,male,7,Greyjoy
John,Schröder,male,2,Lannister
Luise,Scholz,female,1,Martell
Ulrike,Seidel,female,2,Lannister
Ole,Lannister,male,9,Greyjoy
Nick,Baratheon,male,4,Baratheon
Dieter,Winkler,male,1,Tyrell
Ben,Stark,male,6,Stark
Kilian,Kaiser,male,1,Bolton
Victoria,Stark,female,5,Stark
Karl,Thiele,male,1,Baratheon
Jonas,Beck,male,3,Martell
Lotta,Huber,female,2,Lannister
Dieter,Orlowski,male,1,Tyrell
Aaron,Otto,male,2,Lannister
Hannah,Baratheon,female,4,Baratheon
Lennard,Fischer,male,3,Arryn
Anna,Arryn,female,4,Arryn
Lukas,Martell,male,7,Martell
Jason,Lannister,male,10,Lannister
Maja,Möller,female,1,Lannister
Noah,Baratheon,male,10,Baratheon
Thomas,Schuster,male,3,Tyrell
John,Pfeiffer,male,3,Tyrell
Karl,Hoffmann,male,2,Stark
Jannik,Klein,male,2,Lannister
Michael,Schumacher,male,3,Tyrell
Katharina,Winter,female,1,Lannister
Tom,Lange,male,2,Stark
Maja,Böhm,female,1,Tyrell
Marlon,Vogel,male,1,Targaryen
Greta,Krüger,female,2,Martell
Elisa,Koch,female,3,Targaryen
Philipp,Stark,male,10,Stark
Martha,Meyer,female,3,Frey
Luca,Schneider,male,3,Stark
Karl,Orlowski,male,3,Tyrell
Florian,Kaiser,male,3,Lannister
Xaver,Schmitt,male,3,Targaryen
Milena,Greyjoy,female,8,Greyjoy
Yvonne,Thoma,female,1,Martell
John,Greyjoy,male,10,Greyjoy
Eva,Schubert,female,2,Martell
Celina,Franke,female,2,Tyrell
Elisa,Stark,female,5,Stark
Luise,Schneider,female,3,Targaryen
Emily,Baratheon,female,7,Baratheon
David,Tyrell,male,9,Tyrell
Noah,Schuster,male,1,Stark
Emil,Tyrell,male,10,Tyrell
Rafael,Lannister,male,10,Lannister
Anna,Stark,female,5,Stark
Lukas,Wagner,male,2,Tyrell
Vincent,Targaryen,male,8,Targaryen
Ella,Franke,female,3,Frey
Ole,Christ,male,2,Bolton
Konstantin,Tyrell,male,6,Tyrell
Elena,Lannister,female,7,Lannister
Paul,Keller,male,2,Lannister
Melissa,Ziegler,female,1,Frey
Mara,Lannister,female,9,Lannister
Florian,Krüger,male,3,Martell
Antonia,Sauer,female,2,Tyrell
Annika,Schulte,female,2,Martell
Finn,Schultz,male,3,Stark
Sofia,Tyrell,female,10,Stark
Sebastian,Bauer,male,2,Lannister
Henry,Lannister,male,8,Lannister
Leila,Martell,female,10,Martell
Emilia,Roth,female,3,Frey
Sarah,Ziegler,female,3,Targaryen
Luca,Lannister,male,9,Lannister
Ben,Schreiber,male,1,Targaryen
Mara,Walter,female,1,Stark
Leon,Tyrell,male,10,Tyrell
Leila,Martin,female,1,Lannister
Luca,Seidel,male,1,Bolton
Linus,Frey,male,5,Frey
Julian,Pfeiffer,male,3,Tyrell
Benjamin,Lorenz,male,1,Lannister
Yasha,Lannister,male,9,Lannister
Yvonne,Stein,female,3,Lannister
Lilly,Frey,female,9,Frey
Joshua,Bolton,male,5,Bolton
Franziska,Peters,female,2,Lannister
Ella,Klein,female,1,Frey
Carlotta,Frey,female,9,Frey
Luna,Döring,female,2,Martell
Lina,Döring,female,2,Lannister
Emilia,Tyrell,female,7,Lannister
Malte,Döring,male,2,Tyrell
Maja,Martin,female,2,Stark
Fiona,Bolton,female,7,Bolton
Olivia,Scholz,female,3,Targaryen
Mara,Pfeiffer,female,3,Frey
Alexander,Brandt,male,2,Lannister
Leni,Heinrich,female,3,Baratheon
Xaver,Braun,male,2,Lannister
Johannes,Pfeiffer,male,3,Stark
Valentina,Lannister,female,10,Lannister
Lenny,Fischer,male,2,Lannister
Nora,Roth,female,2,Tyrell
Jolina,Lange,female,2,Targaryen
Helene,Bolton,female,9,Bolton
Carlotta,Horn,female,1,Frey
Till,Lannister,male,10,Lannister
Anni,Böhm,female,1,Lannister
Isabell,Tyrell,female,10,Tyrell
Helena,Greyjoy,female,9,Greyjoy
Joel,Lehmann,male,1,Baratheon
Lilly,Vogel,female,1,Lannister
Yvonne,Ullrich,female,3,Martell
Luis,Stein,male,2,Martell
Franziska,Martell,female,10,Martell
Isabell,Becker,female,2,Martell
Nico,Koch,male,2,Frey
Johann,Schmidt,male,1,Stark
Oskar,Bolton,male,9,Bolton
Toni,Zimmermann,male,2,Martell
Ronja,Wolf,female,3,Stark
Aaron,Lannister,male,10,Lannister
Hannah,Heinrich,female,1,Frey
Mathilda,Weber,female,3,Greyjoy
Liam,Frey,male,4,Frey
Damian,Dietrich,male,3,Lannister
Hannes,Winter,male,1,Greyjoy
Katharina,Roth,female,1,Targaryen
